gatherer,date,fruit,amount
Nick,2020-03-16,oranges,0.14
Nick,2020-03-16,strawberries,0.01
Nick,2020-03-16,plums,0
Nick,2020-03-16,pears,0.08
Nick,2020-03-16,tomatoes,0.01
Rick,2020-03-16,apples,0.04
Rick,2020-03-16,oranges,0.18
Rick,2020-03-16,strawberries,0
Rick,2020-03-16,plums,0.01
Rick,2020-03-16,pears,0.06
Rick,2020-03-16,tomatoes,0.07
Dick,2020-03-16,apples,0.06
Dick,2020-03-16,oranges,0
Dick,2020-03-16,strawberries,0.01
Dick,2020-03-16,plums,0.01
Dick,2020-03-16,pears,0.05
Dick,2020-03-16,tomatoes,0.09
Jake,2020-03-16,apples,0.06
Jake,2020-03-16,oranges,0.19
Jake,2020-03-16,strawberries,0.01
Jake,2020-03-16,plums,0.01
Jake,2020-03-16,pears,0.09
Jake,2020-03-16,tomatoes,0.26
Paul,2020-03-16,apples,0.05
Paul,2020-03-16,oranges,0.05
Paul,2020-03-16,strawberries,0.01
Paul,2020-03-16,plums,0
Paul,2020-03-16,pears,0.07
Paul,2020-03-16,tomatoes,0.1
Jason,2020-03-16,apples,0.03
Jason,2020-03-16,oranges,0.15
Jason,2020-03-16,strawberries,0
Jason,2020-03-16,plums,0
Jason,2020-03-16,pears,0.07
Jason,2020-03-16,tomatoes,0.1
Peter,2020-03-16,apples,0.04
Peter,2020-03-16,oranges,0.3
Peter,2020-03-16,strawberries,0.01
Peter,2020-03-16,plums,0
Peter,2020-03-16,pears,0.07
Peter,2020-03-16,tomatoes,0.03
John,2020-03-17,apples,0.07
John,2020-03-17,oranges,0.18
John,2020-03-17,strawberries,0
John,2020-03-17,plums,0.01
John,2020-03-17,pears,0.11
John,2020-03-17,tomatoes,0.09
Nick,2020-03-17,apples,0.06
Nick,2020-03-17,oranges,0.06
Nick,2020-03-17,strawberries,0
Nick,2020-03-17,plums,0
Nick,2020-03-17,pears,0.1
Nick,2020-03-17,tomatoes,0.11
Rick,2020-03-17,apples,0.04
Rick,2020-03-17,oranges,0.18
Rick,2020-03-17,strawberries,0
Rick,2020-03-17,plums,0.01
Rick,2020-03-17,pears,0.07
Rick,2020-03-17,tomatoes,0.11
Dick,2020-03-17,apples,0.04
Dick,2020-03-17,oranges,0.25
Dick,2020-03-17,strawberries,0.01
Dick,2020-03-17,plums,0
Dick,2020-03-17,pears,0.07
Dick,2020-03-17,tomatoes,0.16
Jake,2020-03-17,apples,0.03
Jake,2020-03-17,oranges,0.13
Jake,2020-03-17,strawberries,0.01
Jake,2020-03-17,plums,0.01
Jake,2020-03-17,pears,0.05
Jake,2020-03-17,tomatoes,0.16
Paul,2020-03-17,apples,0.04
Paul,2020-03-17,oranges,0.29
Paul,2020-03-17,strawberries,0
Paul,2020-03-17,plums,0.01
Paul,2020-03-17,pears,0.08
Paul,2020-03-17,tomatoes,0.02
Jason,2020-03-17,apples,0.03
Jason,2020-03-17,oranges,0.4
Jason,2020-03-17,strawberries,0.01
Jason,2020-03-17,plums,0.01
Jason,2020-03-17,pears,0.09
Jason,2020-03-17,tomatoes,0.11
Peter,2020-03-17,apples,0.03
Peter,2020-03-17,oranges,0.2
Peter,2020-03-17,strawberries,0
Peter,2020-03-17,plums,0.01
Peter,2020-03-17,pears,0.09
Peter,2020-03-17,tomatoes,0.18
John,2020-03-18,apples,0.03
John,2020-03-18,oranges,0.21
John,2020-03-18,strawberries,0.01
John,2020-03-18,plums,0
John,2020-03-18,pears,0.02
John,2020-03-18,tomatoes,0.25
Nick,2020-03-18,apples,0.03
Nick,2020-03-18,oranges,0.12
Nick,2020-03-18,strawberries,0.01
Nick,2020-03-18,plums,0.01
Nick,2020-03-18,pears,0.01
Nick,2020-03-18,tomatoes,0.19
Rick,2020-03-18,apples,0.03
Rick,2020-03-18,oranges,0.29
Rick,2020-03-18,strawberries,0.01
Rick,2020-03-18,plums,0.01
Rick,2020-03-18,pears,0.04
Rick,2020-03-18,tomatoes,0.35
Dick,2020-03-18,apples,0.09
Dick,2020-03-18,oranges,0.27
Dick,2020-03-18,strawberries,0
Dick,2020-03-18,plums,0.01
Dick,2020-03-18,pears,0.05
Dick,2020-03-18,tomatoes,0.26
Jake,2020-03-18,apples,0.03
Jake,2020-03-18,oranges,0.24
Jake,2020-03-18,strawberries,0.02
Jake,2020-03-18,plums,0.01
Jake,2020-03-18,pears,0.05
Jake,2020-03-18,tomatoes,0.21
Paul,2020-03-18,apples,0.04
Paul,2020-03-18,oranges,0.34
Paul,2020-03-18,strawberries,0
Paul,2020-03-18,plums,0.01
Paul,2020-03-18,pears,0.01
Paul,2020-03-18,tomatoes,0.16
Jason,2020-03-18,apples,0.06
Jason,2020-03-18,oranges,0.34
Jason,2020-03-18,strawberries,0
Jason,2020-03-18,plums,0.01
Jason,2020-03-18,pears,0.06
Jason,2020-03-18,tomatoes,0.13
Peter,2020-03-18,apples,0.05
Peter,2020-03-18,oranges,0.21
Peter,2020-03-18,strawberries,0.01
Peter,2020-03-18,plums,0.01
Peter,2020-03-18,pears,0.04
Peter,2020-03-18,tomatoes,0.2
John,2020-03-19,apples,0.05
John,2020-03-19,oranges,0.15
John,2020-03-19,strawberries,0
John,2020-03-19,plums,0.01
John,2020-03-19,pears,0
John,2020-03-19,tomatoes,0.27
Nick,2020-03-19,apples,0.06
Nick,2020-03-19,oranges,0.22
Nick,2020-03-19,strawberries,0.01
Nick,2020-03-19,plums,0.01
Nick,2020-03-19,pears,0.06
Nick,2020-03-19,tomatoes,0.26
Rick,2020-03-19,apples,0.03
Rick,2020-03-19,oranges,0.23
Rick,2020-03-19,strawberries,0
Rick,2020-03-19,plums,0.01
Rick,2020-03-19,pears,0.03
Rick,2020-03-19,tomatoes,0.02
Dick,2020-03-19,apples,0.04
Dick,2020-03-19,oranges,0.12
Dick,2020-03-19,strawberries,0.01
Dick,2020-03-19,plums,0.01
Dick,2020-03-19,pears,0.07
Dick,2020-03-19,tomatoes,0.06
Jake,2020-03-19,apples,0.05
Jake,2020-03-19,oranges,0.13
Jake,2020-03-19,strawberries,0.01
Jake,2020-03-19,plums,0.01
Jake,2020-03-19,pears,0.06
Jake,2020-03-19,tomatoes,0.16
Paul,2020-03-19,apples,0.08
Paul,2020-03-19,oranges,0.3
Paul,2020-03-19,strawberries,0
Paul,2020-03-19,plums,0.01
Paul,2020-03-19,pears,0.09
Paul,2020-03-19,tomatoes,0.27
Jason,2020-03-19,apples,0.02
Jason,2020-03-19,oranges,0.15
Jason,2020-03-19,strawberries,0.02
Jason,2020-03-19,plums,0.01
Jason,2020-03-19,pears,0.07
Jason,2020-03-19,tomatoes,0.01
Peter,2020-03-19,apples,0.07
Peter,2020-03-19,oranges,0.14
Peter,2020-03-19,strawberries,0.02
Peter,2020-03-19,plums,0
Peter,2020-03-19,pears,0.08
Peter,2020-03-19,tomatoes,0.02
John,2020-03-20,apples,0.08
John,2020-03-20,oranges,0.28
John,2020-03-20,strawberries,0.01
John,2020-03-20,plums,0.01
John,2020-03-20,pears,0.08
John,2020-03-20,tomatoes,0.24
Nick,2020-03-20,apples,0.05
Nick,2020-03-20,oranges,0.18
Nick,2020-03-20,strawberries,0
Nick,2020-03-20,plums,0.01
Nick,2020-03-20,pears,0.04
Nick,2020-03-20,tomatoes,0.11
Rick,2020-03-20,apples,0.05
Rick,2020-03-20,oranges,0.35
Rick,2020-03-20,strawberries,0.01
Rick,2020-03-20,plums,0.01
Rick,2020-03-20,pears,0.04
Rick,2020-03-20,tomatoes,0.13
Dick,2020-03-20,apples,0.09
Dick,2020-03-20,oranges,0.11
Dick,2020-03-20,strawberries,0.01
Dick,2020-03-20,plums,0.01
Dick,2020-03-20,pears,0.09
Dick,2020-03-20,tomatoes,0.05
Jake,2020-03-20,apples,0.07
Jake,2020-03-20,oranges,0.23
Jake,2020-03-20,strawberries,0.01
Jake,2020-03-20,plums,0
Jake,2020-03-20,pears,0.03
Jake,2020-03-20,tomatoes,0.15
Paul,2020-03-20,apples,0.03
Paul,2020-03-20,oranges,0.02
Paul,2020-03-20,strawberries,0
Paul,2020-03-20,plums,0.01
Paul,2020-03-20,pears,0.07
Paul,2020-03-20,tomatoes,0.17
Jason,2020-03-20,apples,0.06
Jason,2020-03-20,oranges,0.18
Jason,2020-03-20,strawberries,0.01
Jason,2020-03-20,plums,0.01
Jason,2020-03-20,pears,0.03
Jason,2020-03-20,tomatoes,0.18
Peter,2020-03-20,apples,0.07
Peter,2020-03-20,oranges,0.11
Peter,2020-03-20,strawberries,0
Peter,2020-03-20,plums,0
Peter,2020-03-20,pears,0.11
Peter,2020-03-20,tomatoes,0.12
John,2020-03-21,apples,0.04
John,2020-03-21,oranges,0.3
John,2020-03-21,strawberries,0.02
John,2020-03-21,plums,0.01
John,2020-03-21,pears,0.08
John,2020-03-21,tomatoes,0.29
Nick,2020-03-21,apples,0.07
Nick,2020-03-21,oranges,0.25
Nick,2020-03-21,strawberries,0.03
Nick,2020-03-21,plums,0.01
Nick,2020-03-21,pears,0.04
Nick,2020-03-21,tomatoes,0.02
Rick,2020-03-21,apples,0.04
Rick,2020-03-21,oranges,0.15
Rick,2020-03-21,strawberries,0
Rick,2020-03-21,plums,0
Rick,2020-03-21,pears,0.07
Rick,2020-03-21,tomatoes,0.04
Dick,2020-03-21,apples,0.05
Dick,2020-03-21,oranges,0.11
Dick,2020-03-21,strawberries,0.01
Dick,2020-03-21,plums,0
Dick,2020-03-21,pears,0.09
Dick,2020-03-21,tomatoes,0.16
Jake,2020-03-21,apples,0.05
Jake,2020-03-21,oranges,0.22
Jake,2020-03-21,strawberries,0
Jake,2020-03-21,plums,0
Jake,2020-03-21,pears,0.09
Jake,2020-03-21,tomatoes,0.13
Paul,2020-03-21,apples,0.05
Paul,2020-03-21,oranges,0.17
Paul,2020-03-21,strawberries,0.01
Paul,2020-03-21,plums,0.01
Paul,2020-03-21,pears,0.07
Paul,2020-03-21,tomatoes,0.04
Jason,2020-03-21,apples,0.08
Jason,2020-03-21,oranges,0.24
Jason,2020-03-21,strawberries,0.02
Jason,2020-03-21,plums,0.01
Jason,2020-03-21,pears,0.1
Jason,2020-03-21,tomatoes,0.18
Peter,2020-03-21,apples,0.02
Peter,2020-03-21,oranges,0.15
Peter,2020-03-21,strawberries,0
Peter,2020-03-21,plums,0.01
Peter,2020-03-21,pears,0.05
Peter,2020-03-21,tomatoes,0.09
John,2020-03-22,apples,0.03
John,2020-03-22,oranges,0.29
John,2020-03-22,strawberries,0.01
John,2020-03-22,plums,0.01
John,2020-03-22,pears,0.11
John,2020-03-22,tomatoes,0.13
Nick,2020-03-22,apples,0.08
Nick,2020-03-22,oranges,0.21
Nick,2020-03-22,strawberries,0.01
Nick,2020-03-22,plums,0.01
Nick,2020-03-22,pears,0.07
Nick,2020-03-22,tomatoes,0.1
Rick,2020-03-22,apples,0.08
Rick,2020-03-22,oranges,0.18
Rick,2020-03-22,strawberries,0
Rick,2020-03-22,plums,0.01
Rick,2020-03-22,pears,0.05
Rick,2020-03-22,tomatoes,0.09
Dick,2020-03-22,apples,0.02
Dick,2020-03-22,oranges,0.22
Dick,2020-03-22,strawberries,0
Dick,2020-03-22,plums,0.01
Dick,2020-03-22,pears,0
Dick,2020-03-22,tomatoes,0.07
Jake,2020-03-22,apples,0.05
Jake,2020-03-22,oranges,0.21
Jake,2020-03-22,strawberries,0
Jake,2020-03-22,plums,0.01
Jake,2020-03-22,pears,0.12
Jake,2020-03-22,tomatoes,0.02
Paul,2020-03-22,apples,0.06
Paul,2020-03-22,oranges,0.35
Paul,2020-03-22,strawberries,0.01
Paul,2020-03-22,plums,0
Paul,2020-03-22,pears,0.05
Paul,2020-03-22,tomatoes,0.12
Jason,2020-03-22,apples,0.03
Jason,2020-03-22,oranges,0.33
Jason,2020-03-22,strawberries,0
Jason,2020-03-22,plums,0.01
Jason,2020-03-22,pears,0.05
Jason,2020-03-22,tomatoes,0.17
Peter,2020-03-22,apples,0.09
Peter,2020-03-22,oranges,0.24
Peter,2020-03-22,strawberries,0.02
Peter,2020-03-22,plums,0.01
Peter,2020-03-22,pears,0.09
Peter,2020-03-22,tomatoes,0.24
John,2020-03-23,apples,0.04
John,2020-03-23,oranges,0.11
John,2020-03-23,strawberries,0.01
John,2020-03-23,plums,0.01
John,2020-03-23,pears,0.07
John,2020-03-23,tomatoes,0.25
Nick,2020-03-23,apples,0.02
Nick,2020-03-23,oranges,0.28
Nick,2020-03-23,strawberries,0.01
Nick,2020-03-23,plums,0
Nick,2020-03-23,pears,0.04
Nick,2020-03-23,tomatoes,0.13
Rick,2020-03-23,apples,0.05
Rick,2020-03-23,oranges,0.16
Rick,2020-03-23,strawberries,0
Rick,2020-03-23,plums,0.01
Rick,2020-03-23,pears,0.06
Rick,2020-03-23,tomatoes,0.19
Dick,2020-03-23,apples,0.02
Dick,2020-03-23,oranges,0.26
Dick,2020-03-23,strawberries,0.01
Dick,2020-03-23,plums,0.01
Dick,2020-03-23,pears,0.09
Dick,2020-03-23,tomatoes,0.04
Jake,2020-03-23,apples,0.04
Jake,2020-03-23,oranges,0.26
Jake,2020-03-23,strawberries,0.01
Jake,2020-03-23,plums,0.01
Jake,2020-03-23,pears,0.03
Jake,2020-03-23,tomatoes,0.17
Paul,2020-03-23,apples,0.03
Paul,2020-03-23,oranges,0.33
Paul,2020-03-23,strawberries,0.01
Paul,2020-03-23,plums,0
Paul,2020-03-23,pears,0.07
Paul,2020-03-23,tomatoes,0.08
Jason,2020-03-23,apples,0.06
Jason,2020-03-23,oranges,0.16
Jason,2020-03-23,strawberries,0.01
Jason,2020-03-23,plums,0.01
Jason,2020-03-23,pears,0.05
Jason,2020-03-23,tomatoes,0.19
Peter,2020-03-23,apples,0.09
Peter,2020-03-23,oranges,0.07
Peter,2020-03-23,strawberries,0
Peter,2020-03-23,plums,0.01
Peter,2020-03-23,pears,0.05
Peter,2020-03-23,tomatoes,0.15
John,2020-03-24,apples,0.08
John,2020-03-24,oranges,0.23
John,2020-03-24,strawberries,0.02
John,2020-03-24,plums,0.01
John,2020-03-24,pears,0.06
John,2020-03-24,tomatoes,0.15
Nick,2020-03-24,apples,0.06
Nick,2020-03-24,oranges,0.21
Nick,2020-03-24,strawberries,0
Nick,2020-03-24,plums,0.01
Nick,2020-03-24,pears,0.06
Nick,2020-03-24,tomatoes,0.28
Rick,2020-03-24,apples,0.02
Rick,2020-03-24,oranges,0.09
Rick,2020-03-24,strawberries,0.01
Rick,2020-03-24,plums,0
Rick,2020-03-24,pears,0.04
Rick,2020-03-24,tomatoes,0.24
Dick,2020-03-24,apples,0.05
Dick,2020-03-24,oranges,0.35
Dick,2020-03-24,strawberries,0
Dick,2020-03-24,plums,0
Dick,2020-03-24,pears,0.08
Dick,2020-03-24,tomatoes,0.09
Jake,2020-03-24,apples,0.03
Jake,2020-03-24,oranges,0.32
Jake,2020-03-24,strawberries,0
Jake,2020-03-24,plums,0.01
Jake,2020-03-24,pears,0.03
Jake,2020-03-24,tomatoes,0.28
Paul,2020-03-24,apples,0.1
Paul,2020-03-24,oranges,0.25
Paul,2020-03-24,strawberries,0.01
Paul,2020-03-24,plums,0.01
Paul,2020-03-24,pears,0.06
Paul,2020-03-24,tomatoes,0.08
Jason,2020-03-24,apples,0.03
Jason,2020-03-24,oranges,0.25
Jason,2020-03-24,strawberries,0.02
Jason,2020-03-24,plums,0.01
Jason,2020-03-24,pears,0.08
Jason,2020-03-24,tomatoes,0.19
Peter,2020-03-24,apples,0.08
Peter,2020-03-24,oranges,0.27
Peter,2020-03-24,strawberries,0.01
Peter,2020-03-24,plums,0.01
Peter,2020-03-24,pears,0.09
Peter,2020-03-24,tomatoes,0.01
John,2020-03-25,apples,0.07
John,2020-03-25,oranges,0.15
John,2020-03-25,strawberries,0
John,2020-03-25,plums,0.01
John,2020-03-25,pears,0.09
John,2020-03-25,tomatoes,0.03
Nick,2020-03-25,apples,0.09
Nick,2020-03-25,oranges,0.22
Nick,2020-03-25,strawberries,0.02
Nick,2020-03-25,plums,0.01
Nick,2020-03-25,pears,0.07
Nick,2020-03-25,tomatoes,0.29
Rick,2020-03-25,apples,0.08
Rick,2020-03-25,oranges,0.15
Rick,2020-03-25,strawberries,0.01
Rick,2020-03-25,plums,0.01
Rick,2020-03-25,pears,0.03
Rick,2020-03-25,tomatoes,0.14
Dick,2020-03-25,apples,0.03
Dick,2020-03-25,oranges,0.31
Dick,2020-03-25,strawberries,0.01
Dick,2020-03-25,plums,0.01
Dick,2020-03-25,pears,0.04
Dick,2020-03-25,tomatoes,0.17
Jake,2020-03-25,apples,0.07
Jake,2020-03-25,oranges,0.16
Jake,2020-03-25,strawberries,0
Jake,2020-03-25,plums,0.01
Jake,2020-03-25,pears,0.02
Jake,2020-03-25,tomatoes,0.07
Paul,2020-03-25,apples,0.08
Paul,2020-03-25,oranges,0.13
Paul,2020-03-25,strawberries,0
Paul,2020-03-25,plums,0.01
Paul,2020-03-25,pears,0.03
Paul,2020-03-25,tomatoes,0
Jason,2020-03-25,apples,0.06
Jason,2020-03-25,oranges,0.11
Jason,2020-03-25,strawberries,0.01
Jason,2020-03-25,plums,0.01
Jason,2020-03-25,pears,0.06
Jason,2020-03-25,tomatoes,0.02
Peter,2020-03-25,apples,0.08
Peter,2020-03-25,oranges,0.21
Peter,2020-03-25,strawberries,0.01
Peter,2020-03-25,plums,0.01
Peter,2020-03-25,pears,0.12
Peter,2020-03-25,tomatoes,0.15
John,2020-03-26,apples,0.03
John,2020-03-26,oranges,0.13
John,2020-03-26,strawberries,0.01
John,2020-03-26,plums,0.01
John,2020-03-26,pears,0.01
John,2020-03-26,tomatoes,0.19
Nick,2020-03-26,apples,0.08
Nick,2020-03-26,oranges,0.12
Nick,2020-03-26,strawberries,0.02
Nick,2020-03-26,plums,0.01
Nick,2020-03-26,pears,0.04
Nick,2020-03-26,tomatoes,0.07
Rick,2020-03-26,apples,0.04
Rick,2020-03-26,oranges,0.14
Rick,2020-03-26,strawberries,0.01
Rick,2020-03-26,plums,0
Rick,2020-03-26,pears,0.06
Rick,2020-03-26,tomatoes,0.05
Dick,2020-03-26,apples,0.08
Dick,2020-03-26,oranges,0.18
Dick,2020-03-26,strawberries,0
Dick,2020-03-26,plums,0.01
Dick,2020-03-26,pears,0.14
Dick,2020-03-26,tomatoes,0.23
Jake,2020-03-26,apples,0.08
Jake,2020-03-26,oranges,0.18
Jake,2020-03-26,strawberries,0.01
Jake,2020-03-26,plums,0.01
Jake,2020-03-26,pears,0.07
Jake,2020-03-26,tomatoes,0.1
Paul,2020-03-26,apples,0.09
Paul,2020-03-26,oranges,0.06
Paul,2020-03-26,strawberries,0
Paul,2020-03-26,plums,0
Paul,2020-03-26,pears,0.07
Paul,2020-03-26,tomatoes,0.13
Jason,2020-03-26,apples,0.08
Jason,2020-03-26,oranges,0.11
Jason,2020-03-26,strawberries,0.01
Jason,2020-03-26,plums,0.01
Jason,2020-03-26,pears,0.05
Jason,2020-03-26,tomatoes,0.23
Peter,2020-03-26,apples,0.08
Peter,2020-03-26,oranges,0.11
Peter,2020-03-26,strawberries,0.01
Peter,2020-03-26,plums,0.01
Peter,2020-03-26,pears,0.1
Peter,2020-03-26,tomatoes,0.13
John,2020-03-27,apples,0.08
John,2020-03-27,oranges,0.07
John,2020-03-27,strawberries,0
John,2020-03-27,plums,0.01
John,2020-03-27,pears,0.11
John,2020-03-27,tomatoes,0.07
Nick,2020-03-27,apples,0.01
Nick,2020-03-27,oranges,0.29
Nick,2020-03-27,strawberries,0
Nick,2020-03-27,plums,0.01
Nick,2020-03-27,pears,0.1
Nick,2020-03-27,tomatoes,0.29
Rick,2020-03-27,apples,0.06
Rick,2020-03-27,oranges,0.33
Rick,2020-03-27,strawberries,0
Rick,2020-03-27,plums,0.01
Rick,2020-03-27,pears,0.08
Rick,2020-03-27,tomatoes,0.28
Dick,2020-03-27,apples,0.06
Dick,2020-03-27,oranges,0.29
Dick,2020-03-27,strawberries,0.01
Dick,2020-03-27,plums,0.01
Dick,2020-03-27,pears,0.07
Dick,2020-03-27,tomatoes,0.03
Jake,2020-03-27,apples,0.07
Jake,2020-03-27,oranges,0.31
Jake,2020-03-27,strawberries,0.01
Jake,2020-03-27,plums,0.01
Jake,2020-03-27,pears,0.08
Jake,2020-03-27,tomatoes,0.16
Paul,2020-03-27,apples,0.07
Paul,2020-03-27,oranges,0.26
Paul,2020-03-27,strawberries,0.02
Paul,2020-03-27,plums,0.01
Paul,2020-03-27,pears,0.09
Paul,2020-03-27,tomatoes,0.16
Jason,2020-03-27,apples,0.08
Jason,2020-03-27,oranges,0.16
Jason,2020-03-27,strawberries,0.01
Jason,2020-03-27,plums,0.01
Jason,2020-03-27,pears,0.09
Jason,2020-03-27,tomatoes,0.09
Peter,2020-03-27,apples,0.02
Peter,2020-03-27,oranges,0.12
Peter,2020-03-27,strawberries,0
Peter,2020-03-27,plums,0.01
Peter,2020-03-27,pears,0.03
Peter,2020-03-27,tomatoes,0.24
John,2020-03-28,apples,0.03
John,2020-03-28,oranges,0.29
John,2020-03-28,strawberries,0.02
John,2020-03-28,plums,0.01
John,2020-03-28,pears,0.08
John,2020-03-28,tomatoes,0.21
Nick,2020-03-28,apples,0.06
Nick,2020-03-28,oranges,0.28
Nick,2020-03-28,strawberries,0.01
Nick,2020-03-28,plums,0.01
Nick,2020-03-28,pears,0.02
Nick,2020-03-28,tomatoes,0.17
Rick,2020-03-28,apples,0.08
Rick,2020-03-28,oranges,0.15
Rick,2020-03-28,strawberries,0.02
Rick,2020-03-28,plums,0.01
Rick,2020-03-28,pears,0.04
Rick,2020-03-28,tomatoes,0.18
Dick,2020-03-28,apples,0.01
Dick,2020-03-28,oranges,0.28
Dick,2020-03-28,strawberries,0.02
Dick,2020-03-28,plums,0.01
Dick,2020-03-28,pears,0.1
Dick,2020-03-28,tomatoes,0.23
Jake,2020-03-28,apples,0.07
Jake,2020-03-28,oranges,0.12
Jake,2020-03-28,strawberries,0.02
Jake,2020-03-28,plums,0.01
Jake,2020-03-28,pears,0.04
Jake,2020-03-28,tomatoes,0.09
Paul,2020-03-28,apples,0.04
Paul,2020-03-28,oranges,0.17
Paul,2020-03-28,strawberries,0.02
Paul,2020-03-28,plums,0.01
Paul,2020-03-28,pears,0.09
Paul,2020-03-28,tomatoes,0.01
Jason,2020-03-28,apples,0.05
Jason,2020-03-28,oranges,0.17
Jason,2020-03-28,strawberries,0.01
Jason,2020-03-28,plums,0.01
Jason,2020-03-28,pears,0.12
Jason,2020-03-28,tomatoes,0.21
Peter,2020-03-28,apples,0.08
Peter,2020-03-28,oranges,0.15
Peter,2020-03-28,strawberries,0.01
Peter,2020-03-28,plums,0.01
Peter,2020-03-28,pears,0.06
Peter,2020-03-28,tomatoes,0.14
John,2020-03-29,apples,0.02
John,2020-03-29,oranges,0.15
John,2020-03-29,strawberries,0.01
John,2020-03-29,plums,0.01
John,2020-03-29,pears,0.06
John,2020-03-29,tomatoes,0.18
Nick,2020-03-29,apples,0.08
Nick,2020-03-29,oranges,0.22
Nick,2020-03-29,strawberries,0
Nick,2020-03-29,plums,0.01
Nick,2020-03-29,pears,0.05
Nick,2020-03-29,tomatoes,0.22
Rick,2020-03-29,apples,0.08
Rick,2020-03-29,oranges,0.21
Rick,2020-03-29,strawberries,0.01
Rick,2020-03-29,plums,0.01
Rick,2020-03-29,pears,0.03
Rick,2020-03-29,tomatoes,0.22
Dick,2020-03-29,apples,0.02
Dick,2020-03-29,oranges,0.19
Dick,2020-03-29,strawberries,0.03
Dick,2020-03-29,plums,0.01
Dick,2020-03-29,pears,0.07
Dick,2020-03-29,tomatoes,0.03
Jake,2020-03-29,apples,0.03
Jake,2020-03-29,oranges,0.24
Jake,2020-03-29,strawberries,0.01
Jake,2020-03-29,plums,0.01
Jake,2020-03-29,pears,0.05
Jake,2020-03-29,tomatoes,0.05
Paul,2020-03-29,apples,0.05
Paul,2020-03-29,oranges,0.11
Paul,2020-03-29,strawberries,0.01
Paul,2020-03-29,plums,0.01
Paul,2020-03-29,pears,0.05
Paul,2020-03-29,tomatoes,0.06
Jason,2020-03-29,apples,0.04
Jason,2020-03-29,oranges,0.33
Jason,2020-03-29,strawberries,0.02
Jason,2020-03-29,plums,0.01
Jason,2020-03-29,pears,0.06
Jason,2020-03-29,tomatoes,0.2
Peter,2020-03-29,apples,0.05
Peter,2020-03-29,oranges,0.14
Peter,2020-03-29,strawberries,0.01
Peter,2020-03-29,plums,0.01
Peter,2020-03-29,pears,0.09
Peter,2020-03-29,tomatoes,0.34
John,2020-03-30,apples,0.01
John,2020-03-30,oranges,0.22
John,2020-03-30,strawberries,0
John,2020-03-30,plums,0.01
John,2020-03-30,pears,0.02
John,2020-03-30,tomatoes,0.28
Nick,2020-03-30,apples,0.01
Nick,2020-03-30,oranges,0.33
Nick,2020-03-30,strawberries,0.01
Nick,2020-03-30,plums,0.01
Nick,2020-03-30,pears,0.01
Nick,2020-03-30,tomatoes,0.03
Rick,2020-03-30,apples,0.01
Rick,2020-03-30,oranges,0.04
Rick,2020-03-30,strawberries,0.01
Rick,2020-03-30,plums,0.01
Rick,2020-03-30,pears,0.11
Rick,2020-03-30,tomatoes,0.16
Dick,2020-03-30,apples,0.09
Dick,2020-03-30,oranges,0.16
Dick,2020-03-30,strawberries,0
Dick,2020-03-30,plums,0.01
Dick,2020-03-30,pears,0.09
Dick,2020-03-30,tomatoes,0.37
Jake,2020-03-30,apples,0.02
Jake,2020-03-30,oranges,0.23
Jake,2020-03-30,strawberries,0
Jake,2020-03-30,plums,0.01
Jake,2020-03-30,pears,0.04
Jake,2020-03-30,tomatoes,0.13
Paul,2020-03-30,apples,0.06
Paul,2020-03-30,oranges,0.22
Paul,2020-03-30,strawberries,0.01
Paul,2020-03-30,plums,0.01
Paul,2020-03-30,pears,0.08
Paul,2020-03-30,tomatoes,0.27
Jason,2020-03-30,apples,0.03
Jason,2020-03-30,oranges,0.17
Jason,2020-03-30,strawberries,0.01
Jason,2020-03-30,plums,0.01
Jason,2020-03-30,pears,0.08
Jason,2020-03-30,tomatoes,0.04
Peter,2020-03-30,apples,0.05
Peter,2020-03-30,oranges,0.26
Peter,2020-03-30,strawberries,0
Peter,2020-03-30,plums,0.01
Peter,2020-03-30,pears,0.05
Peter,2020-03-30,tomatoes,0.07
John,2020-03-31,apples,0.03
John,2020-03-31,oranges,0.13
John,2020-03-31,strawberries,0.01
John,2020-03-31,plums,0.01
John,2020-03-31,pears,0.06
John,2020-03-31,tomatoes,0.3
Nick,2020-03-31,apples,0.04
Nick,2020-03-31,oranges,0.32
Nick,2020-03-31,strawberries,0.01
Nick,2020-03-31,plums,0.01
Nick,2020-03-31,pears,0.04
Nick,2020-03-31,tomatoes,0.13
Rick,2020-03-31,apples,0
Rick,2020-03-31,oranges,0.12
Rick,2020-03-31,strawberries,0.02
Rick,2020-03-31,plums,0.01
Rick,2020-03-31,pears,0.07
Rick,2020-03-31,tomatoes,0.11
Dick,2020-03-31,apples,0.09
Dick,2020-03-31,oranges,0.22
Dick,2020-03-31,strawberries,0.01
Dick,2020-03-31,plums,0.01
Dick,2020-03-31,pears,0.08
Dick,2020-03-31,tomatoes,0.11
Jake,2020-03-31,apples,0.05
Jake,2020-03-31,oranges,0.19
Jake,2020-03-31,strawberries,0.02
Jake,2020-03-31,plums,0.01
Jake,2020-03-31,pears,0.1
Jake,2020-03-31,tomatoes,0.17
Paul,2020-03-31,apples,0.07
Paul,2020-03-31,oranges,0.23
Paul,2020-03-31,strawberries,0
Paul,2020-03-31,plums,0.01
Paul,2020-03-31,pears,0.08
Paul,2020-03-31,tomatoes,0.06
Jason,2020-03-31,apples,0.03
Jason,2020-03-31,oranges,0.19
Jason,2020-03-31,strawberries,0.01
